test;geometry;@id;id;@geometry;Ville et commune;Quartier;Catégorie;Nom de l'établissement
;-3.9571261,5.362022;node/6587398989;node/6587398989;;;;Pharmacie;Pharmacie du futur
;-3.9864268,5.4040311;node/6588452013;node/6588452013;;;;Clinique médicale;Clinique médicale d’Angré
;-3.9528623,5.3589228;node/6591815119;node/6591815119;;;;Clinique médicale;Clinique médicale Saint Viateur
;-3.952737,5.3745013;node/6605027855;node/6605027855;;;;Pharmacie;Nouvelle pharmacie Saint Joseph
;-5.3052598,6.732303;node/6618545143;node/6618545143;;akpessekro;;Clinique médicale;centre de santé d'apkessekro
;-4.9927638,7.7141427;node/6621036046;node/6621036046;;;;Clinique médicale;Maternité Privée Touré
;-4.0441275,5.4419208;node/6625112472;node/6625112472;;;Abobo;Clinique médicale;Institut National d'Hygiène Publique
;-4.0050986,5.294332;node/6627319441;node/6627319441;;;Treichville;Clinique médicale;Institut National d’Hygiène Publique de Treichville
;-4.061718,5.3518643;node/6648294671;node/6648294671;;;Yopougon;Clinique médicale;Clinique médicale Les oliviers
;-4.0965711,5.327128;node/6648366524;node/6648366524;;;Yopougon;Clinique médicale;Saint sauveur
;-3.9608085,7.0567227;node/6652804768;node/6652804768;;;;Pharmacie;Pharmacie de la Paix
;-3.8995495,5.241785;node/6661377929;node/6661377929;;;;Clinique médicale;Clinique médicale Le jourdain
;-3.892701,5.241599;node/6661675436;node/6661675436;;;;Pharmacie;Pharmacie Koffi Kra
;-4.066485,5.4325252;node/6665445657;node/6665445657;;;Abobo;Clinique médicale;Ong Ivoire Santé
;-5.9458828,6.1296797;node/6689087885;node/6689087885;;;;Pharmacie;Pharmacie de Gognoa
;-3.1778149,5.1817291;node/6691707090;node/6691707090;;;;Pharmacie;Dépôt de produit pharmaceutique d'Akounougbé
;-3.9534342,5.3023738;node/6781167169;node/6781167169;;;;Pharmacie;Pharmacie Quartier Divo
;-4.1115183,5.3226172;node/6781170788;node/6781170788;;;;Pharmacie;Pharmacie Jericho
;-3.5982138,5.2730049;node/6781230299;node/6781230299;;;;Pharmacie;Pharmacie Grand marché
;-3.9345781,5.3707804;node/6900316193;node/6900316193;;;;Pharmacie;
;-5.2249589,7.1598709;node/6905603285;node/6905603285;;;;Pharmacie;Tiebissou
;-4.0240733,5.3302034;node/6915129002;node/6915129002;;;;Pharmacie;Pharmacie les Harmonies
;-4.0241249,5.3261672;node/6915141694;node/6915141694;;;;Pharmacie;Pharmacie et laboratoire Boulevard Cadre
;-3.9639542,5.2608437;node/6938407500;node/6938407500;;;;Pharmacie;Terminus Centre Pilote
;-3.9647711,5.2578081;node/6958783416;node/6958783416;;;;Pharmacie;Pharmacie Djigui
;-4.7977554,5.2951051;node/6959962985;node/6959962985;;;;Pharmacie;Pharmacie Monsochi
;-4.0192218,5.3208564;node/6973212442;node/6973212442;;;;Pharmacie;Pharmacie Saint Lazare
;-5.0998899,8.1407907;node/6990034281;node/6990034281;;;;Pharmacie;Pharmacie kakoumani
;-5.0998899,8.1407907;node/6990035819;node/6990035819;;;;Pharmacie;Pharmacie Kakoumani
;-5.1548856,9.9682749;node/6991113866;node/6991113866;;;;Pharmacie;PHARMACIE OUANGOLO MARCHE
;-3.9437712,5.2478064;node/7007071087;node/7007071087;;;;Pharmacie;
;-3.9644505,5.2548017;node/7007071188;node/7007071188;;;;Pharmacie;
;-3.9855391,5.3097538;node/7045922168;node/7045922168;;;;Pharmacie;Pharmacie Bethesda
;-5.2950361,6.8426967;node/7054422161;node/7054422161;;;;Pharmacie;Pharmacie Morofé
;-5.294412,6.8429187;node/7090063385;node/7090063385;;;;Pharmacie;
;-5.2730158,6.8009252;node/7091563977;node/7091563977;;;;Pharmacie;Pharmacie Wiliwangha
;-7.0042943,6.251416;node/7101324911;node/7101324911;;;;Pharmacie;Pharmacie la colombe
;-7.0094831,6.2499192;node/7101360197;node/7101360197;;;;Pharmacie;Pharmacie rehoboth de buyo
;-6.5787142,6.4884822;node/7101360712;node/7101360712;;;;Pharmacie;Pharmacie
;-6.0462339,6.6181552;node/7101369263;node/7101369263;;;;Hôpital;Centre de santé de kouetinfla
;-5.8082873,6.6516994;node/7101369292;node/7101369292;;;;Hôpital;Centre de santé
;-6.3907123,6.4888273;node/7101381137;node/7101381137;;;;Hôpital;Centre de santé rural
;-3.9943137,5.3987813;node/7132761592;node/7132761592;;;;Pharmacie;Pharmacie Saint Ambroise
;-3.9909917,5.3107441;node/7141154385;node/7141154385;;;;Clinique médicale;Clinique les Myriades
;-3.9869013,5.266435;node/7154300885;node/7154300885;;;;Pharmacie;Pharmacie Epiphanie
;-3.9707568,5.2568107;node/7154337384;node/7154337384;;;;Pharmacie;Pharmacie Bethel
;-3.9646681,5.2602054;node/7154404485;node/7154404485;;;;Pharmacie;Pharmacie de Port-Bouet
;-6.1876369,8.0551659;node/7319310306;node/7319310306;;;;Pharmacie;
;-6.1909542,8.0670681;node/7323302226;node/7323302226;;;;Hôpital;Hôpital Général de Mankono
;-5.2233079,7.1597972;node/7325711685;node/7325711685;;;;Hôpital;Hôpital général de Tiebissou
;-4.0085609,5.2977556;node/7342513063;node/7342513063;;;;Pharmacie;
;-6.1788861,8.0229602;node/7342538887;node/7342538887;;;;Hôpital;
;-5.372296,9.5638411;node/7366783188;node/7366783188;;;;Hôpital;Lokaha 2
;-4.2113665,5.3185024;node/7515284623;node/7515284623;;;;Pharmacie;Pharmacie Eliora
;-4.2519137,5.3251025;node/7515323998;node/7515323998;;;;Pharmacie;Pharmacie de Songon
;-3.7645044,5.2150963;node/7526020496;node/7526020496;;;;Hôpital;Centre Médical Sainte Famille de Grand-Bassam
;-3.9922366,5.3943486;node/7541737700;node/7541737700;;;;Pharmacie;Pharmacie Noemie
;-4.0348552,5.4703248;node/7541757331;node/7541757331;;;;Clinique médicale;Centre médical Afrique futur
;-4.0462943,5.5016584;node/7541758378;node/7541758378;;;;Hôpital;Centre de traitement des maladies infectieuses
;-4.0426212,5.4605487;node/7541764065;node/7541764065;;;;Pharmacie;Pharmacie santé pour tous
;-5.0049285,5.2577618;node/7602531144;node/7602531144;;;;Hôpital;Hôpital Général de Grand-Lahou
;-4.9976732,5.2626973;node/7603124714;node/7603124714;;;;Hôpital;Clinique Saint-Jean de Dieu
;-3.7284063,5.2196333;node/7604620838;node/7604620838;;;;Hôpital;Centre Médical Kine Fatima
;-4.5150463,5.6862687;node/7606552721;node/7606552721;;;;Hôpital;
;-5.0180805,6.5534761;node/7611602195;node/7611602195;;;;Hôpital;Hopital de toumodi
;-4.0000762,5.370826;node/7611602203;node/7611602203;;;;Clinique médicale;baaba
;-4.9640962,5.927219;node/7612892914;node/7612892914;;;;Hôpital;Centre de Santé Rural d'Eticoon
;-5.2531416,5.5752852;node/7615944030;node/7615944030;;;;Hôpital;
;-5.2416655,5.523457;node/7616020969;node/7616020969;;;;Hôpital;Hôpital général de Guitry
;-6.5533251,5.4047618;node/7620358538;node/7620358538;;;;Pharmacie;Pharmacie du Carrefour
;-5.2305193,5.4861179;node/7621869478;node/7621869478;;;;Hôpital;Centre de santé de Kouta
;-6.1031202,6.0484997;node/7621924450;node/7621924450;;;;Hôpital;
;-5.3498667,5.837214;node/7621924484;node/7621924484;;;;Hôpital;Centre de Santé NDA
;-6.5344552,6.1169332;node/7621928061;node/7621928061;;;;Hôpital;
;-6.6446512,5.673494;node/7621929041;node/7621929041;;;;Hôpital;Centre de Santé Rural de Gnippi 2
;-6.6307048,5.7206156;node/7621948315;node/7621948315;;;;Hôpital;Dispensaire Rural de Gnakaradigui
;-5.1607245,5.9000612;node/7621949894;node/7621949894;;;;Hôpital;
;-5.1533246,5.8968506;node/7621952710;node/7621952710;;;;Pharmacie;Pharmacie Ogoudou
;-5.3544521,5.8404228;node/7621956150;node/7621956150;;;;Pharmacie;Pharmacie de l'amitié
;-6.8481316,6.5512687;node/7635564647;node/7635564647;;;;Hôpital;Centre de Santé Urbain d'Iboguhé
;-6.5935978,6.4868152;node/7636340256;node/7636340256;;;;Pharmacie;Pharmacie Hadassa
;-6.5562239,5.398311;node/7643577698;node/7643577698;;;;Pharmacie;Pharmacie Quartier Bayard
;-6.6333707,6.4946708;node/7644565387;node/7644565387;;;;Hôpital;Centre de sante
;-7.3531694,6.7355197;node/7648730117;node/7648730117;;;;Pharmacie;Pharmacie Kokoman-Vié
;-7.5637047,9.4932112;node/7660375502;node/7660375502;;;;Clinique vétérinaire;Centre vétérinaire Sainte-Cecile Odienné
;-7.5644312,9.5021886;node/7660682750;node/7660682750;;;;Pharmacie;Pharmacie du Denguélé
;-7.5537529,7.1156175;node/7662448789;node/7662448789;;;;Hôpital;
;-7.6293833,7.5292497;node/7662458972;node/7662458972;;;;Hôpital;
;-7.5743707,7.1835115;node/7662469590;node/7662469590;;;;Hôpital;
;-7.6763465,7.9520347;node/7662469607;node/7662469607;;;;Hôpital;
;-7.5119523,9.8152892;node/7663880940;node/7663880940;;;;Hôpital;Centre de santé urbain de Kaniasso
;-7.3866812,9.8152551;node/7669542177;node/7669542177;;;;Hôpital;Centre de Santé Régional de Banankoro
;-7.5117928,9.8157817;node/7669580430;node/7669580430;;;;Hôpital;Centre de Santé Urbain de Kaniasso
;-7.5124311,9.8150132;node/7669591952;node/7669591952;;;;Pharmacie;Dépôt de Pharmacie du Rond-point
;-6.4896687,9.535426;node/7673088805;node/7673088805;;;;Hôpital;
;-5.6253622,9.4535412;node/7682313538;node/7682313538;;;;Pharmacie;Pharmacie du mont Korhogo
;-5.4921434,9.5481849;node/7682343938;node/7682343938;;;;Hôpital;Centre de Santé Rural
;-5.5249729,9.5642252;node/7682360450;node/7682360450;;;;Hôpital;
;-5.6266226,9.4474893;node/7682368624;node/7682368624;;;;Pharmacie;Pharmacie du 14
;-5.5237817,9.5640597;node/7682373165;node/7682373165;;;;Pharmacie;Dépôt de médicaments
;-5.5036761,9.5818545;node/7682378392;node/7682378392;;;;Hôpital;
;-5.2523304,8.0639354;node/7683142211;node/7683142211;;;;Hôpital;
;-6.4504284,9.8317669;node/7688748858;node/7688748858;;;;Hôpital;Hôpital de Gbon
;-5.3487513,7.1090173;node/7688748859;node/7688748859;;;;Hôpital;Centre de Santé Yadibikro
;-5.3661549,7.1578609;node/7689124999;node/7689124999;;;;Hôpital;Centre de Santé Urbain de Molonou
;-8.1483119,7.268793;node/7705302585;node/7705302585;;;;Hôpital;MÉDICO-SCOLAIRE
;-5.6556621,6.6402917;node/7709990357;node/7709990357;;;;Hôpital;
;-5.3581155,6.4302656;node/7709996118;node/7709996118;;;;Hôpital;Dispensaire Rural de Zangue
;-5.6557391,6.6398966;node/7716901653;node/7716901653;;;;Hôpital;Centre de Santé Rural de Kayeta
;-5.6095916,6.6502078;node/7716903225;node/7716903225;;;;Hôpital;Centre de Santé Urbain de Kononfla
;-4.2922321,6.7700097;node/7720448542;node/7720448542;;;;Hôpital;Centre de Santé Urbain de Assié-Koumassi
;-3.0639,9.2304887;node/7724786745;node/7724786745;;;;Hôpital;Centre de Santé Rural Assoum I
;-3.1523649,9.1003393;node/7724787711;node/7724787711;;;;Hôpital;Dispensaire Rural de Kaflandé
;-3.2799219,9.6563584;node/7724852832;node/7724852832;;;;Hôpital;Centre de Santé Rural de Varale
;-3.1248888,8.491704;node/7727014641;node/7727014641;;;;Hôpital;
;-3.1599028,8.6141402;node/7731295641;node/7731295641;;;;Hôpital;Dispensaire Rural de Bogofa
;-3.1789699,8.828119;node/7731298764;node/7731298764;;;;Hôpital;Dispensaire Rural de Sanguinari
;-3.1215557,8.5593793;node/7731307818;node/7731307818;;;;Hôpital;Dispensaire Rural de Tefrodouo
;-3.1056585,9.416751;node/7731308162;node/7731308162;;;;Hôpital;
;-3.0985915,8.3989292;node/7731328405;node/7731328405;;;;Hôpital;
;-3.199305,7.1274396;node/7731727469;node/7731727469;;;;Hôpital;Hôpital Général d'Agnibilekro
;-3.2021418,7.122943;node/7731738265;node/7731738265;;;;Pharmacie;
;-3.9609317,5.2599183;node/7741028882;node/7741028882;;;;Pharmacie;Pharmacie Malon
;-3.5696308,6.8251613;node/7741436327;node/7741436327;;;;Hôpital;Centre de Santé Urbain d'Amelekia
;-3.2161721,7.6663171;node/7741543244;node/7741543244;;;;Hôpital;Centre de Santé Rural Boukro
;-3.1053911,7.2008129;node/7741551049;node/7741551049;;;;Hôpital;Centre de Santé de Diemba
;-3.3373953,9.8092513;node/7747603027;node/7747603027;;;;Hôpital;Hôpital général de Doropo
;-5.2674315,6.9542883;node/7747607203;node/7747607203;;;;Hôpital;Centre de Santé Urbain de Lolobo
;-2.8000498,8.0439455;node/7747615885;node/7747615885;;;;Hôpital;Ong Eveil
;-5.2305892,5.4862944;node/7758964761;node/7758964761;;;;Hôpital;Centre de santé rural de Kouta
;-4.0025948,5.3064062;node/7761717785;node/7761717785;;;;Hôpital;INHP TREICHVILLE
;-5.3555886,5.8425938;node/7775269738;node/7775269738;;;;Hôpital;Hôpital Régional de Divo
;-5.3570201,5.8472628;node/7775281077;node/7775281077;;;;Pharmacie;Pharmacie Sainte Marie
;-5.3638556,5.826458;node/7775281626;node/7775281626;;;;Pharmacie;Pharmacie Fatima
;-5.3575057,5.8397502;node/7775290092;node/7775290092;;;;Pharmacie;Pharmacie du Marché
;-5.2865498,7.1865787;node/7775296053;node/7775296053;;;;Hôpital;
;-6.5016827,9.8972449;node/7775297702;node/7775297702;;;;Hôpital;
;-5.3596694,5.8330223;node/7775299414;node/7775299414;;;;Pharmacie;Pharmacie Esperance
;-4.0888783,5.3354933;node/7784285380;node/7784285380;;;;Clinique médicale;Clinique Notre Dame de Lourdes
;-3.066766,8.331472;node/7790543554;node/7790543554;;;;Hôpital;Centre de Santé Rural
;-6.3890918,6.0202072;node/7790598985;node/7790598985;;;;Hôpital;Centre de Santé
;-4.202406,5.318766;node/7790607733;node/7790607733;;;;Hôpital;Centre de Santé Urbain de Songon
;-3.1823877,8.9471931;node/7790727550;node/7790727550;;;;Hôpital;Dispensaire Rural
;-4.0159713,5.3239063;node/7825177022;node/7825177022;;;;Clinique médicale;Cabinet Médical Succar
;-5.7062843,6.4787581;node/7869376758;node/7869376758;;;;Hôpital;Centre de Santé de Guepahouo
;-5.0136183,7.6683158;node/7892945378;node/7892945378;;;;Pharmacie;Pharmacie AYATHA
;-6.4796824,7.3891778;node/7983167885;node/7983167885;;;;Hôpital;Hôpital de Vavoua
;-3.3042819,5.285663;node/7986952118;node/7986952118;;;;Pharmacie;Pharmacie Moderne
;-3.3022918,5.2855839;node/7986953004;node/7986953004;;;;Pharmacie;
;-3.3822336,5.2956225;node/7986953886;node/7986953886;;;;Hôpital;Dispensaire
;-3.6277836,5.2438561;node/8004280389;node/8004280389;;;;Pharmacie;Pharmacie de Yaou
;-3.9589703,5.2843927;node/8021389285;node/8021389285;;;;Pharmacie;Pharmacie bethanie
;-5.6314291,9.45544;node/8040531151;node/8040531151;;;;Clinique médicale;Polyclinique La Sisangue
;-7.5526212,7.409267;node/8103778817;node/8103778817;;;;Clinique vétérinaire;VÉTÉRINAIRE
;-7.5578115,7.4017094;node/8103780124;node/8103780124;;;;Pharmacie;Pharmacie Odelia
;-7.5524891,7.4105868;node/8103782620;node/8103782620;;;;Hôpital;PMI MAN
;-7.552021,7.4101227;node/8103786320;node/8103786320;;;;Pharmacie;Pharmacie la Colombe
;-3.9690667,5.3977765;node/8165631145;node/8165631145;;;;Hôpital;Clinique Sainte Justine
;-5.0184882,6.5609252;node/8168176884;node/8168176884;;;;Clinique médicale;Clinique Chinoise
;-4.0282716,5.3539048;node/8168773517;node/8168773517;;;;Pharmacie;Pharmacie de la mosquée
;-3.1981587,7.1379412;node/8186941407;node/8186941407;;;;Hôpital;Centre de Santé Palazzolo
;-7.4822387,6.54414;node/8200832417;node/8200832417;;;;Hôpital;CHR de Guiglo
;-3.9814267,5.3379462;node/8234555076;node/8234555076;;;;Hôpital;Centre Médical Riviera AmbassadeCMRA
;-4.1840597,6.644428;node/8244553896;node/8244553896;;;;Hôpital;Centre de santé
;-4.693282,5.8977753;node/8250958017;node/8250958017;;;;Hôpital;Hôpital Saint Jean-Baptiste de Bôdô
;-4.1880192,5.9545229;node/8301965820;node/8301965820;;;;Hôpital;Centre de Santé Rural de Moutcho
;-4.208271,5.9247818;node/8331280259;node/8331280259;;;;Pharmacie;Pharmacie du Château
;-3.409682,6.0751691;node/8455777021;node/8455777021;;;;Pharmacie;NOUVELLE PHARMACIE DE BETTIE
;-3.9712488,6.6733416;node/8455777129;node/8455777129;;;;Pharmacie;PHARMACIE D'ARRAH
;-5.0022795,5.2488986;node/8455777317;node/8455777317;;;;Pharmacie;"PHARMACIE DES 3 ""Ô"""
;-6.5592513,5.0194684;node/8488413719;node/8488413719;;;;Pharmacie;PHARMACIE LES ANGES - GABIDJI
;-6.6771216,7.9594725;node/8506537559;node/8506537559;;;;Pharmacie;PHARMACIE MODERNE DE SEGUELA
;-3.997508,5.3457109;node/8557314993;node/8557314993;;;;Clinique dentaire;Cabinet Dentaire Azur
;-3.9925848,5.3876108;node/8569018159;node/8569018159;;;;Clinique médicale;Clinique St Gabrielle
;-3.9913329,5.3978215;node/8571535447;node/8571535447;;;;Clinique dentaire;Cabinet Dentaire
;-3.9904357,5.4040193;node/8575695962;node/8575695962;;;;Clinique médicale;Espace Bio médical Robinson International
;-3.9883389,5.4150681;node/8577038824;node/8577038824;;;;Pharmacie;Pharmacie Ste Dorothée
;-3.9565303,5.3977174;node/8583925847;node/8583925847;;;;Pharmacie;Pharmacie Val D'Oise
;-3.9595376,5.3541926;node/8583928225;node/8583928225;;;;Clinique vétérinaire;Clinique Vétérinaire
;-3.9725169,5.3517091;node/8584357380;node/8584357380;;;;Pharmacie;Pharmacie Spring
;-4.008498,5.4201713;node/8584375871;node/8584375871;;;;Clinique médicale;Centre De Soins Kennedy
;-3.9833698,5.4109359;node/8584384603;node/8584384603;;;;Pharmacie;Pharmacie Centrale Angré
;-3.9884704,5.3787789;node/8584387170;node/8584387170;;;;Clinique médicale;Clinique Médicale Sacré Coeur
;-3.9910826,5.4001049;node/8584407584;node/8584407584;;;;Clinique médicale;Cabinet De Santé Phytothérapie
;-4.0089959,5.4185624;node/8584445358;node/8584445358;;;;Clinique médicale;Clinique Médicale
;-3.9913294,5.3978825;node/8584450345;node/8584450345;;;;Clinique dentaire;Cabinet Dentaire
;-4.0025887,5.3445436;node/8584451444;node/8584451444;;;;Pharmacie;Pharmacie Les 7 Colonnes
;-3.9882689,5.3777376;node/8584460925;node/8584460925;;;;Pharmacie;Pharmacie Tera
;-4.0158466,5.4139487;node/8584548910;node/8584548910;;;;Pharmacie;Pharmacie La Providence
;-4.0252962,5.4322945;node/8584560434;node/8584560434;;;;Hôpital;Petit Hôpital
;-4.0019612,5.3227795;node/8585699990;node/8585699990;;;;Pharmacie;Pharmacie Blockhauss
;-4.0135171,5.4496576;node/8585825829;node/8585825829;;;;Pharmacie;Pharmacie Route Akeikoi
;-4.0160527,5.43851;node/8586102101;node/8586102101;;;;Clinique médicale;Clinique Médical Sika Abobo
;-4.0020612,5.4108085;node/8586461206;node/8586461206;;;;Pharmacie;Pharmacie Aboboté
;-4.0004676,5.4235268;node/8586466381;node/8586466381;;;;Hôpital;Centre Communautaire De Kennedy-Clouetcha
;-3.947981,5.3634582;node/8586755574;node/8586755574;;;;Pharmacie;Pharmacie Boulevard Y4
;-3.981307,5.3912804;node/8586926964;node/8586926964;;;;Pharmacie;Pharmacie Cellule Saine
;-3.9708486,5.3719905;node/8586929349;node/8586929349;;;;Clinique médicale;Centre De Thermothérapie
;-4.0051405,5.3371799;node/8587327969;node/8587327969;;;;Pharmacie;Pharmacie De La Cité Cocody
;-4.008998,5.4387306;node/8592093040;node/8592093040;;;;Pharmacie;Pharmacie des 4 Étages
;-3.98987,5.4223372;node/8592127780;node/8592127780;;;;Hôpital;Antenne d'Hygiène Publique d'Abobo
;-3.9908072,5.4203444;node/8592160313;node/8592160313;;;;Pharmacie;Pharmacie Abobo Baoulé
;-3.9688627,5.3857115;node/8592276934;node/8592276934;;;;Pharmacie;Pharmacie Mont Carmel
;-3.9906294,5.3742399;node/8595198467;node/8595198467;;;;Pharmacie;Pharmacie Arc en Ciel
;-3.9687982,5.3648596;node/8596285767;node/8596285767;;;;Pharmacie;Pharmacie St Jean Paul 2
;-3.9707689,5.3723482;node/8596306256;node/8596306256;;;;Pharmacie;Pharmacie St Come et Damien
;-4.0010689,5.4057672;node/8596308588;node/8596308588;;;;Hôpital;Centre de Santé
;-4.0031818,5.4136967;node/8596311504;node/8596311504;;;;Clinique médicale;Bio Pharma
;-3.974772,5.3460116;node/8596314156;node/8596314156;;;;Pharmacie;Pharmacie St Pierre
;-4.0203982,5.4340871;node/8596317360;node/8596317360;;;;Pharmacie;Pharmacie
;-3.964096,5.2944263;node/8691832503;node/8691832503;;;;Pharmacie;Pharmacie Iroko
;-4.0313494,5.3445724;node/8733664285;node/8733664285;;;;Clinique médicale;Clinique Medicale Wimin de Bidjante
;-4.0310597,5.3463857;node/8751079989;node/8751079989;;;;Pharmacie;Pharmacie Centrale Attecoube
;-4.0286169,5.340644;node/8753437929;node/8753437929;;;;Clinique médicale;Infirmerie Privés Le Temps
;-4.0274059,5.3401653;node/8754078002;node/8754078002;;;;Clinique médicale;Infirmerie
;-4.0289646,5.3422998;node/8754115590;node/8754115590;;;;Clinique médicale;Clinique Chinoise
;-4.027534,5.340849;node/8754118017;node/8754118017;;;;Clinique médicale;Nouvelle Clinique d'Adjame
;-4.087354,5.3406099;node/8755372710;node/8755372710;;;;Clinique dentaire;Cabinet dentaire Sainte Rita de Cascia
;-3.9800811,5.351866;node/8765663750;node/8765663750;;;;Pharmacie;Pharmacie des Grâces
;-3.9638402,5.2608998;node/8786435868;node/8786435868;;;;Pharmacie;Centre Pilote
;-5.2664981,6.815717;node/8794317686;node/8794317686;;;;Clinique médicale;Clinique la Grâce des Lacs
;-4.0121203,5.4427465;node/8794343841;node/8794343841;;;;Pharmacie;Pharmacie EMS Santé
;-4.0263566,5.3431365;node/8795840647;node/8795840647;;;;Pharmacie;Pharmacie de la Mairie
;-3.9782631,5.4456109;node/8831785417;node/8831785417;;;;Pharmacie;Pharmacie Route d'Alépé
;-3.9832856,5.4416832;node/8831845066;node/8831845066;;;;Pharmacie;Pharmacie Biabou Mosquée
;-4.0029147,5.4229613;node/8832521809;node/8832521809;;;;Pharmacie;Pharmacie de Abobo Clouetcha
;-3.9264837,5.3581577;node/8832680252;node/8832680252;;;;Pharmacie;Pharmacie eau vive
;-3.9265004,5.3581779;node/8832680253;node/8832680253;;;;Clinique médicale;Clinique C2H
;-3.9332443,5.3639266;node/8832680269;node/8832680269;;;;Pharmacie;Pharmacie Laurier 9
;-3.9363988,5.3638382;node/8832680275;node/8832680275;;;;Pharmacie;Pharmacie Eliezer
;-4.0015148,5.324215;node/8832680307;node/8832680307;;;;Hôpital;Complexe sanitaire Henriette Konan Bédié de Blockhaus
;-3.9879915,5.408273;node/8836797607;node/8836797607;;;;Clinique médicale;Centre Médical Spécialisé Soumeya
;-3.96898,5.3779467;node/8837124431;node/8837124431;;;;Pharmacie;Grande pharmacie Saint Moïse
;-4.0025345,5.3362549;node/8839675364;node/8839675364;;;;Clinique dentaire;Cabinet Dentaire
;-3.9735384,5.383646;node/8839834492;node/8839834492;;;;Clinique dentaire;cabinet dentaire
;-3.9308886,5.3717647;node/8841117236;node/8841117236;;;;Clinique dentaire;Cabinet dentaire 9ème tranches
;-3.9549722,5.350983;node/8842200155;node/8842200155;;;;Pharmacie;pharmacie bon pasteur
;-4.025946,5.4407003;node/8842281358;node/8842281358;;;;Pharmacie;Pharmacie marché
;-4.0226998,5.4399218;node/8842281396;node/8842281396;;;;Clinique médicale;Centre médico chirurgical d'abobo
;-4.022789,5.4399094;node/8842281397;node/8842281397;;;;Pharmacie;Pharmacie Amina
;-4.0173103,5.4448012;node/8842436412;node/8842436412;;;;Hôpital;Centre de santé urbain à base communautaire abobo BC
;-3.9750827,5.352351;node/8842492210;node/8842492210;;;;Clinique médicale;Nouvelle Clinique Marie Eliana
;-3.9558734,5.3746487;node/8843066203;node/8843066203;;;;Pharmacie;Pharmacie MARTHE ROBIN
;-3.9563222,5.3834511;node/8846760170;node/8846760170;;;;Clinique vétérinaire;La maison des chiens
;-3.9604103,5.3763095;node/8846760374;node/8846760374;;;;Pharmacie;Pharmacie marie esther
;-3.9644343,5.3715359;node/8846760396;node/8846760396;;;;Clinique médicale;Clinique médicale janick
;-3.9594412,5.3633175;node/8846760508;node/8846760508;;;;Clinique dentaire;Cabinet dentaire Lorika
;-3.9283315,5.3731189;node/8846760601;node/8846760601;;;;Clinique dentaire;Cabinet dentaire MEFKA sarl
;-3.9548997,5.3478929;node/8846760711;node/8846760711;;;;Clinique médicale;Groupe médical de l'amitié
;-3.9543329,5.3501194;node/8846760723;node/8846760723;;;;Clinique vétérinaire;Dr.Clauder's alimentation pour chien
;-3.0242051,5.1351585;node/8872464572;node/8872464572;;;;Hôpital;Hôpital général de Tiapoum
;-3.0197053,5.1434752;node/8872517526;node/8872517526;;;;Pharmacie;Pharmacie Ste Marie Madeleine
;-3.2047871,5.4716067;node/8879397818;node/8879397818;;;;Hôpital;Clinique Médicale Source de Vie
;-3.9783757,5.3838458;node/8901538515;node/8901538515;;;;Clinique médicale;Clinique Américaine d'Abidjan Sarl
;-3.0243744,5.1353244;node/8901553065;node/8901553065;;;;Hôpital;District Sanitaire de Tiapoum
;-3.9393161,5.3352361;node/8905011437;node/8905011437;;;;Pharmacie;Pharmacie bonne fortune
;-3.9358252,5.3314706;node/8905011458;node/8905011458;;;;Clinique médicale;Centre de Sante n'badon
;-4.0093902,5.3311741;node/8905249424;node/8905249424;;;;Clinique médicale;Centre de Santé des douanes
;-3.9849553,5.3848109;node/8907729005;node/8907729005;;;;Clinique médicale;Clinique Saint georges
;-4.0192225,5.4271215;node/8914633507;node/8914633507;;;;Clinique dentaire;Labo dentaire
;-3.9557343,5.4050213;node/8941825932;node/8941825932;;;;Pharmacie;Parmacie Saint Clementine
;-5.2909446,7.4461677;node/8957467977;node/8957467977;;;;Hôpital;Hôpital Général Sakassou
;-5.2919243,7.4506543;node/8957467979;node/8957467979;;;;Pharmacie;Pharmacie du Bonheur
;-5.289114,7.4433262;node/8957504957;node/8957504957;;;;Hôpital;District Sanitaire de Sakassou
